team_code,team_country,team_founded,id,logo_url,name,team_national,venue_address,venue_capacity,venue_city,venue_id,venue_image,venue_name,venue_surface
IFB,Sweden,1933,12612,https://media.api-sports.io/football/teams/12612.png,Berga,False,Tallhagsvägen 76,1000,Kalmar,8004,https://media.api-sports.io/football/venues/8004.png,Bergavik IP A,grass
DAL,Sweden,,12613,https://media.api-sports.io/football/teams/12613.png,Dalstorps,False,Nittorpsvägen 14,2000,Dalstorps,8005,https://media.api-sports.io/football/venues/8005.png,Dalshov Konstgräs,artificial turf
,Sweden,1905,12614,https://media.api-sports.io/football/teams/12614.png,IFK Hässleholm,False,Hövdingegatan 16,5500,Hässleholm,4875,https://media.api-sports.io/football/venues/4875.png,Österås IP,grass
,Sweden,,12615,https://media.api-sports.io/football/teams/12615.png,Karlshamn,False,Hunnemaravägen 30,2000,Karlshamn,8006,https://media.api-sports.io/football/venues/8006.png,Vägga IP 1,grass
NOS,Sweden,1956,12616,https://media.api-sports.io/football/teams/12616.png,Nosaby,False,Vallbjörkavägen 22,1000,Kristianstad,8007,https://media.api-sports.io/football/venues/8007.png,Nya Vallbjörka,grass
,Sweden,,12617,https://media.api-sports.io/football/teams/12617.png,Räppe,False,Blixtvägen 1,1000,Växjö,8008,https://media.api-sports.io/football/venues/8008.png,Räppevallen,grass
,Sweden,1919,12618,https://media.api-sports.io/football/teams/12618.png,Tord,False,Friggagatan,1000,Jönköping,8009,https://media.api-sports.io/football/venues/8009.png,Rosenlunds IP 3,grass
,Sweden,2009,12619,https://media.api-sports.io/football/teams/12619.png,Österlen,False,"Idrottsplatsen, Skillinge",1300,Simrishamn,8010,https://media.api-sports.io/football/venues/8010.png,Skillinge Idrottsplats,grass
TOR,Sweden,1944,12620,https://media.api-sports.io/football/teams/12620.png,Torslanda,False,Torslanda Idrottsväg 17,1500,Torslanda,8011,https://media.api-sports.io/football/venues/8011.png,Torslandavallen,grass
UDD,Sweden,,12621,https://media.api-sports.io/football/teams/12621.png,Uddevalla,False,Kamratgården Svanevägen 2A,2500,Uddevalla,8012,https://media.api-sports.io/football/venues/8012.png,Kamratgården,artificial turf
,Sweden,1971,12622,https://media.api-sports.io/football/teams/12622.png,FBK Karlstad,False,Fällevägen 2,1000,Karlstad,20726,https://media.api-sports.io/football/venues/20726.png,Örsholmens IP KDS Bilar Arena,grass
,Sweden,,12623,https://media.api-sports.io/football/teams/12623.png,Hisingsbacka,False,"Wadköpingsgatan 153, Hisings Backa",3000,Gothenburg,8013,https://media.api-sports.io/football/venues/8013.png,Backavallens Motionscentrum,artificial turf
,Sweden,,12624,https://media.api-sports.io/football/teams/12624.png,Skoftebyn,False,Nysätersvägen 65,1000,Trollhättan,8014,https://media.api-sports.io/football/venues/8014.png,Nysätra IP,artificial turf
LER,Sweden,1927,12625,https://media.api-sports.io/football/teams/12625.png,Lerum,False,Strandvägen,1000,Lerum,8015,https://media.api-sports.io/football/venues/8015.png,Aspevallen,grass
,Sweden,1950,12626,https://media.api-sports.io/football/teams/12626.png,Gunnilse,False,"Skogshyddan, Hjällbo",3000,Angered,8016,https://media.api-sports.io/football/venues/8016.png,Hjällbovallen,grass
,Sweden,1981,12627,https://media.api-sports.io/football/teams/12627.png,Kortedala,False,Kortedala Idrottsväg 11,1000,Göteborg,8017,https://media.api-sports.io/football/venues/8017.png,Kortedalavallen 1 Gräs,grass
,Sweden,1893,12628,https://media.api-sports.io/football/teams/12628.png,Sundbyberg,False,,,,,,,
,Sweden,1980,12629,https://media.api-sports.io/football/teams/12629.png,Valbo,False,Funbovägen 1,1000,Valbo,8019,https://media.api-sports.io/football/venues/8019.png,Åbyvallen,grass
,Sweden,,12630,https://media.api-sports.io/football/teams/12630.png,Bollnäs,False,Frelugavägen 4,3000,Bollnäs,8020,https://media.api-sports.io/football/venues/8020.png,Sävstaås IP,grass
STR,Sweden,,12631,https://media.api-sports.io/football/teams/12631.png,Strömsberg,False,Werviersväg 2,1000,Strömsbergbruk,8021,https://media.api-sports.io/football/venues/8021.png,Hedens IP 1,grass
ASP,Sweden,,12632,https://media.api-sports.io/football/teams/12632.png,Aspudden-Tellus,False,"Hövdingagatan 20, Hägersten",1500,Stockholm,8022,https://media.api-sports.io/football/venues/8022.png,Aspuddens IP,grass
ESK,Sweden,1907,12633,https://media.api-sports.io/football/teams/12633.png,Eskilstuna City,False,Västeråsvägen 18,7800,Eskilstuna,1528,https://media.api-sports.io/football/venues/1528.png,Tunavallen,artificial turf
,Sweden,1996,12634,https://media.api-sports.io/football/teams/12634.png,Håbo,False,Idrottsvägen,1000,Bålsta,8023,https://media.api-sports.io/football/venues/8023.png,Björkvallen,grass
KER,Sweden,1977,12635,https://media.api-sports.io/football/teams/12635.png,Syrianska IF,False,PONTUS WIDÉNS VÄG 5,7044,Västerås,1529,https://media.api-sports.io/football/venues/1529.png,Solid Park Arena,artificial turf
NAC,Sweden,,12636,https://media.api-sports.io/football/teams/12636.png,Boo,False,Boo Kapellväg 1,1000,Saltsjö-Boo,8024,https://media.api-sports.io/football/venues/8024.png,Boovallen 1,artificial turf
VAR,Sweden,,12637,https://media.api-sports.io/football/teams/12637.png,Värmdö,False,"Motionsvägen, Hemmesta",2000,Värmdö,8025,https://media.api-sports.io/football/venues/8025.png,Värmdövallen,grass
VAS,Sweden,1910,12638,https://media.api-sports.io/football/teams/12638.png,Västerås IK,False,Apalby-Gård,2000,Västerås,8026,https://media.api-sports.io/football/venues/8026.png,Apalby IP,grass
ANU,Sweden,1921,12639,https://media.api-sports.io/football/teams/12639.png,Anundsjö,False,Olympiavägen 1,2000,Bredbyn,8027,https://media.api-sports.io/football/venues/8027.png,Olympia IP,grass
,Sweden,,12640,https://media.api-sports.io/football/teams/12640.png,Kramfors-Alliansen,False,Ringvägen 14,1500,Kramfors,8028,https://media.api-sports.io/football/venues/8028.png,Kramfors IP A-plan,artificial turf
,Sweden,2005,12641,https://media.api-sports.io/football/teams/12641.png,Gällivare Malmbergets,False,Mellanvägen,1000,Malmberget,8029,https://media.api-sports.io/football/venues/8029.png,Tallbacka IP,artificial turf
HAR,Sweden,2007,12642,https://media.api-sports.io/football/teams/12642.png,Härnösand,False,Högslätten,5000,Härnösand,8030,https://media.api-sports.io/football/venues/8030.png,Högslättens IP,grass
SOD,Sweden,1986,12643,https://media.api-sports.io/football/teams/12643.png,Söderhamn,False,Hällåsen 606,4000,Söderhamn,8031,https://media.api-sports.io/football/venues/8031.png,Helsingehus Arena,grass
ANG,Sweden,1980,12644,https://media.api-sports.io/football/teams/12644.png,Ånge,False,"Bågskyttevägen 25,",1000,Ånge,8032,https://media.api-sports.io/football/venues/8032.png,Ånge IP,grass
,Sweden,,12645,https://media.api-sports.io/football/teams/12645.png,Tyresö,False,"Simvägen 4, Bollmora",4300,Tyresö,8033,https://media.api-sports.io/football/venues/8033.png,Tyresövallen,grass
,Sweden,2013,12646,https://media.api-sports.io/football/teams/12646.png,AFK Linköping,False,"Vigfastgatan, Kallerstad",7500,Linköping,7650,https://media.api-sports.io/football/venues/7650.png,Arena Linköping,artificial turf
,Sweden,2012,12647,https://media.api-sports.io/football/teams/12647.png,Södertälje,False,Gärtunavägen,1000,Södertälje,8034,https://media.api-sports.io/football/venues/8034.png,Östertälje IP B,artificial turf
,Sweden,,12648,https://media.api-sports.io/football/teams/12648.png,Nora,False,Knutsbergsvägen,1000,Nora,8035,https://media.api-sports.io/football/venues/8035.png,Norvalla,artificial turf
,Sweden,,12649,https://media.api-sports.io/football/teams/12649.png,Konyaspor,True,,,,,,,
SME,Sweden,,12650,https://media.api-sports.io/football/teams/12650.png,Smedby,False,Svärmaregatan,2004,Norrköping,19411,https://media.api-sports.io/football/venues/19411.png,PreZero Arena,artificial turf
VIM,Sweden,,12651,https://media.api-sports.io/football/teams/12651.png,Vimmerby,False,Södra ringleden,1000,Vimmerby,8037,https://media.api-sports.io/football/venues/8037.png,Skobes Arena,artificial turf
,Sweden,,12652,https://media.api-sports.io/football/teams/12652.png,Stafsinge,False,"Stafsinge kyrkväg 10, Stafsinge",1500,Falkenberg,8038,https://media.api-sports.io/football/venues/8038.png,Stafsinge IP,grass
HOG,Sweden,1927,12653,https://media.api-sports.io/football/teams/12653.png,Högaborg,False,Harlyckegatan 6,3500,Helsingborg,4865,https://media.api-sports.io/football/venues/4865.png,Harlyckans IP,grass
KVA,Sweden,1906,12654,https://media.api-sports.io/football/teams/12654.png,Kvarnby,False,Klågerupsvägen,1500,Malmö,8039,https://media.api-sports.io/football/venues/8039.png,Bäckagårds Idrottsplats,artificial turf
TEN,Sweden,,12655,https://media.api-sports.io/football/teams/12655.png,Tenhult,False,Kabevallen,1500,Tenhult,8040,https://media.api-sports.io/football/venues/8040.png,Kabevallen,grass
HEL,Sweden,2007,12656,https://media.api-sports.io/football/teams/12656.png,Akademi HIF,False,Mellersta Stenbocksgatan 10,2000,Helsingborg,8041,https://media.api-sports.io/football/venues/8041.png,Olympiafältet,grass
,Sweden,1957,12657,https://media.api-sports.io/football/teams/12657.png,Laholm,False,Glänninge,2000,Laholm,8042,https://media.api-sports.io/football/venues/8042.png,Glänninge IP,grass
,Sweden,,12658,https://media.api-sports.io/football/teams/12658.png,Nässjö,False,,2000,Nässjö,8043,https://media.api-sports.io/football/venues/8043.png,Skogsvallen,grass
LIN,Sweden,1926,12659,https://media.api-sports.io/football/teams/12659.png,Lindsdal,False,Spelarvägen 30,3000,Lindsdal,8044,https://media.api-sports.io/football/venues/8044.png,Lindsdals IP,grass
SOL,Sweden,,12660,https://media.api-sports.io/football/teams/12660.png,Sölvesborg,False,Idrottsvägen,2500,Sölvesborg,8045,https://media.api-sports.io/football/venues/8045.png,Svarta Led,grass
,Sweden,1906,12661,https://media.api-sports.io/football/teams/12661.png,Nybro,False,Torget 1,4000,Nybro,8046,https://media.api-sports.io/football/venues/8046.png,Victoriavallen,grass
BW,Sweden,1990,12662,https://media.api-sports.io/football/teams/12662.png,BW 90,False,Tullesbovägen 2,1000,Bjärsjölagård,8047,https://media.api-sports.io/football/venues/8047.png,Bjärsjölagårds IP,grass
,Sweden,,12810,https://media.api-sports.io/football/teams/12810.png,Lunds SK,False,,,,,,,
,Sweden,,12854,https://media.api-sports.io/football/teams/12854.png,Skabersjö,False,,,,,,,
,Sweden,,13165,https://media.api-sports.io/football/teams/13165.png,FBK Karlstad,False,,,,,,,
,Sweden,1908,13810,https://media.api-sports.io/football/teams/13810.png,Åmål,False,Södra Kyrkogårdsgatan 6,4000,Åmål,8881,https://media.api-sports.io/football/venues/8881.png,,grass
,Sweden,,14107,https://media.api-sports.io/football/teams/14107.png,Anderstorp,False,,,,,,,
,Sweden,2019,14108,https://media.api-sports.io/football/teams/14108.png,Angered BK,False,,,,,,,
,Sweden,,14109,https://media.api-sports.io/football/teams/14109.png,Boxholm,False,,,,,,,
,Sweden,,14110,https://media.api-sports.io/football/teams/14110.png,Ekedalen,False,,,,,,,
,Sweden,,14111,https://media.api-sports.io/football/teams/14111.png,IFK Falköping,False,,,,,,,
,Sweden,,14112,https://media.api-sports.io/football/teams/14112.png,Lödde,False,Bollvägen,1000,Löddeköpinge,20711,https://media.api-sports.io/football/venues/20711.png,Tolvans IP,grass
,Sweden,,14113,https://media.api-sports.io/football/teams/14113.png,Rosersberg,False,,,,,,,
,Sweden,,14114,https://media.api-sports.io/football/teams/14114.png,Åryd,False,,,,,,,
,Sweden,,14467,https://media.api-sports.io/football/teams/14467.png,Argo,False,,,,,,,
,Sweden,,14482,https://media.api-sports.io/football/teams/14482.png,Eskilstuna FC,False,,,,,,,
,Sweden,,14486,https://media.api-sports.io/football/teams/14486.png,Flagg,False,,,,,,,
,Sweden,,14491,https://media.api-sports.io/football/teams/14491.png,GoF,False,,,,,,,
,Sweden,,14492,https://media.api-sports.io/football/teams/14492.png,Helsingkrona,False,,,,,,,
,Sweden,,14497,https://media.api-sports.io/football/teams/14497.png,Härlanda Prisoners,False,,,,,,,
,Sweden,,14505,https://media.api-sports.io/football/teams/14505.png,Kullavägen,False,,,,,,,
,Sweden,,14510,https://media.api-sports.io/football/teams/14510.png,Nacka Iliria,False,Neglingevägen 2,1000,Saltsjöbadens,20513,https://media.api-sports.io/football/venues/20513.png,Saltsjöbadens IP 1,artificial turf
,Sweden,,14514,https://media.api-sports.io/football/teams/14514.png,Näshulta,False,,,,,,,
,Sweden,,14519,https://media.api-sports.io/football/teams/14519.png,Rinkeby United,False,,,,,,,
,Sweden,,14529,https://media.api-sports.io/football/teams/14529.png,Strass,False,,,,,,,
,Sweden,,14538,https://media.api-sports.io/football/teams/14538.png,Västra Ingelstad,False,,,,,,,
,Sweden,,14543,https://media.api-sports.io/football/teams/14543.png,Åstorp,False,,,,,,,
NIK,Sweden,1919,14544,https://media.api-sports.io/football/teams/14544.png,Nike,False,Idrottsvägen,2000,Lomma,10410,https://media.api-sports.io/football/venues/10410.png,Lomma IP,grass
,Sweden,1891,15629,https://media.api-sports.io/football/teams/15629.png,AIK,False,,,,,,,
,Sweden,,15630,https://media.api-sports.io/football/teams/15630.png,Hammarby,False,,,,,,,
,Sweden,2017,16001,https://media.api-sports.io/football/teams/16001.png,Alingsås W,False,,,,,,,
,Sweden,,16002,https://media.api-sports.io/football/teams/16002.png,Bollstanäs W,False,,,,,,,
,Sweden,,16003,https://media.api-sports.io/football/teams/16003.png,Borgeby W,False,,,,,,,
,Sweden,,16004,https://media.api-sports.io/football/teams/16004.png,Brommapojkarna W,False,,,,,,,
,Sweden,1971,16005,https://media.api-sports.io/football/teams/16005.png,Jitex W,False,,,,,,,
,Sweden,,16006,https://media.api-sports.io/football/teams/16006.png,Kalmar W,False,,,,,,,
,Sweden,1942,16007,https://media.api-sports.io/football/teams/16007.png,Mallbacken W,False,,,,,,,
,Sweden,,16008,https://media.api-sports.io/football/teams/16008.png,Norrköping W,False,,,,,,,
,Sweden,1988,16009,https://media.api-sports.io/football/teams/16009.png,Sundsvall W,False,,,,,,,
,Sweden,,16010,https://media.api-sports.io/football/teams/16010.png,Älvsjö AIK W,False,,,,,,,
,Sweden,,16011,https://media.api-sports.io/football/teams/16011.png,Lidköping W,False,,,,,,,
,Sweden,,16012,https://media.api-sports.io/football/teams/16012.png,Morön W,False,,,,,,,
,Sweden,,16013,https://media.api-sports.io/football/teams/16013.png,Gefle W,False,,,,,,,
,Sweden,,16014,https://media.api-sports.io/football/teams/16014.png,Göteborgs DFF W,False,,,,,,,
,Sweden,,16015,https://media.api-sports.io/football/teams/16015.png,Hammenhögs W,False,,,,,,,
,Sweden,,16016,https://media.api-sports.io/football/teams/16016.png,Hittarps W,False,,,,,,,
,Sweden,,16017,https://media.api-sports.io/football/teams/16017.png,Luleå SK W,False,,,,,,,
,Sweden,,16018,https://media.api-sports.io/football/teams/16018.png,Mariebo W,False,,,,,,,
,Sweden,,16019,https://media.api-sports.io/football/teams/16019.png,Nittorps W,False,,,,,,,
,Sweden,,16020,https://media.api-sports.io/football/teams/16020.png,Norrstrands IF W,False,,,,,,,
,Sweden,,16021,https://media.api-sports.io/football/teams/16021.png,Ostervala W,False,,,,,,,
,Sweden,,16022,https://media.api-sports.io/football/teams/16022.png,Qviding W,False,,,,,,,
,Sweden,,16023,https://media.api-sports.io/football/teams/16023.png,Själevad W,False,,,,,,,
,Sweden,,16024,https://media.api-sports.io/football/teams/16024.png,Stuvsta W,False,,,,,,,
,Sweden,,16025,https://media.api-sports.io/football/teams/16025.png,Tranås W,False,,,,,,,
,Sweden,,16026,https://media.api-sports.io/football/teams/16026.png,Umedalen W,False,,,,,,,
,Sweden,,16027,https://media.api-sports.io/football/teams/16027.png,Västerås BK 30 W,False,,,,,,,
,Sweden,,16028,https://media.api-sports.io/football/teams/16028.png,Örebro Söder W,False,,,,,,,
,Sweden,,16029,https://media.api-sports.io/football/teams/16029.png,Bromölla W,False,,,,,,,
,Sweden,,16030,https://media.api-sports.io/football/teams/16030.png,Enskede W,False,,,,,,,
,Sweden,,16031,https://media.api-sports.io/football/teams/16031.png,Eskilsminne W,False,,,,,,,
,Sweden,,16032,https://media.api-sports.io/football/teams/16032.png,Gamla Upsala W,False,,,,,,,
,Sweden,,16033,https://media.api-sports.io/football/teams/16033.png,Husqvarna W,False,,,,,,,
,Sweden,,16034,https://media.api-sports.io/football/teams/16034.png,Skoftebyn W,False,,,,,,,
,Sweden,,16035,https://media.api-sports.io/football/teams/16035.png,Täby W,False,,,,,,,
,Sweden,,16036,https://media.api-sports.io/football/teams/16036.png,Uddevalla W,False,,,,,,,
,Sweden,,16037,https://media.api-sports.io/football/teams/16037.png,Älta W,False,,,,,,,
,Sweden,,16483,https://media.api-sports.io/football/teams/16483.png,Häcken,False,,,,,,,
,Sweden,2021,16596,https://media.api-sports.io/football/teams/16596.png,Hammarby Talang,False,Södermannagatan 61,3700,Stockholm,20568,https://media.api-sports.io/football/venues/20568.png,Hammarby IP,artificial turf
,Sweden,,16597,https://media.api-sports.io/football/teams/16597.png,Arlanda,False,Atletvägen 21,1000,Märsta,20503,https://media.api-sports.io/football/venues/20503.png,Midgårdsvallen Konstgräs,artificial turf
